LotArea,GrLivArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GarageArea,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl
0.03341980415527355,0.2592313489073097,7,5,2003,2003,0.14009819967266776,0.38645980253878703,208500,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.038795017411016854,0.17483044461190655,6,8,1976,1976,0.20654664484451718,0.3244005641748942,181500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0.04650727990838767,0.27354935945742276,7,5,2001,2002,0.15057283142389524,0.4287729196050776,223500,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.0385613124868541,0.2605501130369254,7,5,1915,1970,0.1237315875613748,0.4527503526093089,140000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.06057631634298535,0.35116804822908815,8,5,2000,2000,0.18739770867430441,0.5895627644569816,250000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.059898572062913366,0.19366993217784476,5,5,1993,1995,0.13027823240589198,0.3385049365303244,143000,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.04105728107691229,0.2562170308967596,8,5,2004,2005,0.27594108019639935,0.44851904090267986,307000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.04245016242492229,0.3308214016578749,7,6,1973,1973,0.18117839607201308,0.34132581100141046,200000,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.022529154689289302,0.2712886209495102,7,5,1931,1950,0.155810147299509,0.3300423131170663,129900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.028605482717520857,0.13997739261492087,5,6,1939,1950,0.16219312602291325,0.14456981664315938,118000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.046273574984224915,0.13300678221552373,5,5,1965,1965,0.1702127659574468,0.27080394922425954,129500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.04965762228610157,0.3749058025621703,9,5,2005,2006,0.19230769230769232,0.5190409026798307,345000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.05453738110261983,0.10889223813112284,5,6,1962,1962,0.14926350245499181,0.24823695345557123,144000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.043712169015401155,0.2185380557648832,7,5,2006,2007,0.24451718494271685,0.5923836389280677,279500,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.044964827408913506,0.17313489073097213,6,5,1960,1960,0.20507364975450082,0.24823695345557123,157000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.022529154689289302,0.09796533534287867,7,8,1929,2001,0.13617021276595745,0.40620592383638926,132000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.046465213022038376,0.12622456669178597,6,7,1970,1970,0.16432078559738134,0.3385049365303244,149000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.04436186870457361,0.18123587038432554,4,5,1967,1967,0.0,0.3638928067700987,90000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.057935450699946246,0.146948003014318,5,5,2004,2004,0.1823240589198036,0.40620592383638926,159000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.029259856505176565,0.18933685003767897,5,6,1958,1965,0.16841243862520458,0.2073342736248237,139000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.06036598191123887,0.38470233609645815,8,5,2005,2006,0.1895253682487725,0.6015514809590973,325300,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.028741031573535254,0.14581763376036172,7,7,1930,1950,0.10425531914893617,0.19746121297602257,139400,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.03945873939563906,0.2752449133383572,8,5,2002,2002,0.29083469721767596,0.3765867418899859,230000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.013667063965037743,0.13677467972871138,5,7,1976,1976,0.1702127659574468,0.4033850493653032,129900,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.03246628806468952,0.13677467972871138,5,8,1968,2001,0.1734860883797054,0.19040902679830748,154000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.0604360933884877,0.2385079125847777,8,5,2007,2007,0.2563011456628478,0.6276445698166432,256300,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.027577181051204748,0.10663149962321025,5,7,1951,2000,0.14729950900163666,0.40620592383638926,134800,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.04757297436256982,0.25810097965335344,8,5,2007,2008,0.27888707037643207,0.5444287729196051,306000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.07020963331697398,0.2385079125847777,5,6,1957,1997,0.24288052373158756,0.22496473906911144,207500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.023482670779873333,0.035041446872645064,4,6,1927,1950,0.0851063829787234,0.1692524682651622,68500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.0336535090794363,0.18519216277317258,4,4,1920,1950,0.10621931260229132,0.1763046544428773,40000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.03385916941269953,0.16842501883948757,5,6,1966,2006,0.20098199672667758,0.191114245416079,149350,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.045567786113253406,0.16955538809344387,8,5,2007,2007,0.20196399345335517,0.34132581100141046,179900,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.04324475916707565,0.2573474001507159,5,5,1959,1959,0.22880523731587563,0.3152327221438646,165500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.02810535417981257,0.2311605124340618,9,5,2005,2005,0.25548281505728315,0.3921015514809591,277500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.0566407254200846,0.3990203466465712,8,5,2004,2005,0.1828150572831424,0.48730606488011285,309000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.04467970740143495,0.14374529012810852,5,5,1994,1995,0.1795417348608838,0.47390691114245415,145000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.033803080230900465,0.18142426525998492,5,6,1954,1990,0.21227495908346972,0.3511988716502116,153000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.03095188015611489,0.13620949510173325,5,7,1953,2007,0.17299509001636662,0.17348377997179126,109000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.0221552268106289,0.15410700828937454,4,5,1955,1955,0.0,0.0,82000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.0343920166397906,0.18651092690278825,6,5,1965,1965,0.17806873977086743,0.31029619181946405,160000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.07293930683119493,0.18726450640542577,5,6,1959,1959,0.220949263502455,0.21720733427362482,170000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.036831896048049734,0.10361718161266013,5,7,1983,1983,0.13747954173486088,0.3554301833568406,144000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.03692537801771483,0.11379050489826677,5,6,1975,1980,0.153518821603928,0.21720733427362482,130250,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.031059384421229755,0.15373021853805577,5,6,1959,1959,0.18821603927986907,0.21156558533145275,141000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.029717918156535558,0.2671439336850038,9,5,2005,2005,0.2867430441898527,0.40620592383638926,319900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.0538549627240646,0.34193669932177845,7,5,2003,2003,0.23469721767594107,0.47249647390691113,239686,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.045787468741966396,0.2490580256217031,8,5,2006,2006,0.27103109656301144,0.5825105782792666,249700,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.014751454813152914,0.21062547098718915,4,5,1920,2008,0.1204582651391162,0.0,113000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.030110542429128983,0.11699321778447626,5,7,1966,1966,0.15630114566284778,0.27221438645980256,127000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.058748743836032624,0.21401657874905802,6,6,1997,1997,0.12995090016366612,0.2736248236953456,177000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.02309004650727991,0.1586284853051997,6,6,1934,1950,0.13355155482815056,0.3723554301833568,114500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.033522634321905165,0.09080633006782216,5,5,1963,1963,0.13355155482815056,0.3638928067700987,110000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.22889527682348268,0.28409947249434814,9,5,1981,1987,0.30147299509001635,0.6304654442877292,385000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0.027268690551309916,0.193293142426526,5,5,1955,1955,0.06284779050736497,0.4033850493653032,130000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.0414826240388885,0.20553880934438584,6,5,1964,1964,0.2332242225859247,0.40620592383638926,180500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.0062866624599780315,0.2646948003014318,8,5,1999,2000,0.15875613747954173,0.3385049365303244,172500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.04835354880927341,0.26111529766390357,7,5,2004,2004,0.1407528641571195,0.39844851904090267,196500,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.05787468741966393,0.49189902034664656,10,5,2006,2006,0.23076923076923078,0.4520451339915374,438780,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.027577181051204748,0.0840241145440844,5,7,1972,1972,0.1276595744680851,0.24823695345557123,124900,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.05502348734487836,0.15523737754333083,6,5,2004,2004,0.1895253682487725,0.40620592383638926,158000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.027577181051204748,0.14638281838733985,5,7,1920,1996,0.0867430441898527,0.20310296191819463,101000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.024034214400897428,0.19517709118311982,8,5,2006,2006,0.22422258592471359,0.34132581100141046,202500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.04206688634929538,0.2592313489073097,7,6,1921,1950,0.09427168576104747,0.3385049365303244,140000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.03774334525228447,0.3202712886209495,7,5,1997,1998,0.17299509001636662,0.45486600846262343,219500,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.038752950524667554,0.40297663903541825,8,5,2004,2005,0.18707037643207855,0.6008462623413258,317000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.08693823178854379,0.3528636021100226,7,5,1970,1989,0.31865793780687396,0.40620592383638926,180000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.04377293229568347,0.21571213262999248,7,5,2003,2003,0.23780687397708675,0.3935119887165021,226000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.015461917782607679,0.07780708364732479,4,6,1945,1950,0.12225859247135842,0.15514809590973203,80000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.06680688962116432,0.36793519216277315,7,4,1953,1953,0.21342062193126024,0.4703808180535966,225000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.05772979036668303,0.35587792012057273,7,6,1973,1973,0.3638297872340426,0.3638928067700987,244000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.02944214634602351,0.09626978146194423,4,6,1982,2006,0.13829787234042554,0.2538787023977433,129500,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.041323704690457826,0.2607385079125848,7,5,1998,1998,0.13617021276595745,0.3011283497884344,185000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.04159947650096987,0.14167294649585532,5,7,1954,2003,0.17774140752864157,0.3455571227080395,144900,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.02098670218981514,0.2394498869630746,3,6,1915,1950,0.13747954173486088,0.26727785613540195,107400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.0013835331510434925,0.12321024868123587,4,5,1973,1973,0.07561374795417349,0.20944992947813823,91000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.03353665661735493,0.11642803315749811,4,7,1956,1956,0.155810147299509,0.1995768688293371,135750,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.03428451237467573,0.17916352675207234,5,5,1948,2001,0.1099836333878887,0.1692524682651622,127000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.04430110542429129,0.2701582516955539,4,5,1968,1968,0.28936170212765955,0.0,136500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.042721260136951086,0.16880180859080632,5,6,1910,1981,0.07201309328968904,0.31029619181946405,110000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.054686952254083994,0.34061793519216277,6,6,1968,1968,0.14664484451718493,0.35895627644569816,193500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.014957115146416134,0.1889600602863602,6,5,1998,1998,0.20245499181669394,0.2856135401974612,153500,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.04162752109186941,0.23153730218538054,8,5,2007,2007,0.255810147299509,0.5345557122708039,245000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.03548575568487228,0.13771665410700829,5,5,1960,1960,0.17430441898527005,0.3251057827926657,126500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.03379373203393395,0.21477015825169554,7,5,1995,1996,0.06284779050736497,0.2820874471086037,168500,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.06898501951436117,0.3924265259984928,8,5,1991,1992,0.21080196399345336,0.32581100141043723,260000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.049596859005819255,0.2309721175584024,6,5,2005,2005,0.11194762684124386,0.2820874471086037,174000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.012391035079109117,0.16767143933685003,6,5,2009,2009,0.10016366612111292,0.3723554301833568,164500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.03351328612493865,0.22456669178598343,3,2,1915,1982,0.1657937806873977,0.0,85000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.03164364673163664,0.12358703843255464,4,5,1994,1995,0.16202945990180032,0.0,123600,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
